Date,Type,Block,Street,Story,Area,Model  ,ResalePrice,Lease Age 
2022-02,5 ROOM,175B,PUNGGOL CENTRE,10 TO 12,110,Improved,495000,18.3
2022-02,5 ROOM,175C,PUNGGOL CENTRE,10 TO 12,110,Improved,505000,18.3
2022-02,5 ROOM,203B,PUNGGOL CENTRE,04 TO 06,110,Improved,533000,17.2
2022-02,5 ROOM,259A,PUNGGOL CENTRE,07 TO 09,113,Improved,658000,5.6
2022-02,5 ROOM,102D,PUNGGOL CENTRE,10 TO 12,110,Improved,520000,19.3
2022-02,3 ROOM,258B,PUNGGOL CENTRE,04 TO 06,68,Model A,405000,5.6
2022-02,3 ROOM,258B,PUNGGOL CENTRE,07 TO 09,68,Model A,388000,5.6
2022-02,4 ROOM,259A,PUNGGOL CENTRE,10 TO 12,93,Model A,483000,5.6
2022-02,4 ROOM,169B,PUNGGOL CENTRE,13 TO 15,92,Model A,493888,7.8
2022-02,4 ROOM,269B,PUNGGOL CENTRE,13 TO 15,95,Premium Apartment,580000,9
2022-02,4 ROOM,268A,PUNGGOL CENTRE,16 TO 18,93,Premium Apartment,580000,9.1
2022-02,4 ROOM,268D,PUNGGOL CENTRE,04 TO 06,95,Premium Apartment,620000,9.1
2022-02,4 ROOM,268D,PUNGGOL CENTRE,13 TO 15,95,Premium Apartment,570000,9.1
2022-02,5 ROOM,270C,PUNGGOL CENTRE,13 TO 15,113,Premium Apartment,750000,9.1
2022-03,5 ROOM,201B,PUNGGOL CENTRE,01 TO 03,110,Improved,540000,17.6
2022-03,5 ROOM,101D,PUNGGOL CENTRE,13 TO 15,110,Improved,500000,19.4
2022-03,5 ROOM,196D,PUNGGOL CENTRE,13 TO 15,110,Improved,508000,18.7
2022-03,5 ROOM,201D,PUNGGOL CENTRE,16 TO 18,110,Improved,540000,17.7
2022-03,4 ROOM,168D,PUNGGOL CENTRE,01 TO 03,92,Model A,480000,7.8
2022-03,4 ROOM,168D,PUNGGOL CENTRE,04 TO 06,92,Model A,506888,8
2022-03,4 ROOM,170B,PUNGGOL CENTRE,10 TO 12,92,Model A,568000,8
2022-03,4 ROOM,203B,PUNGGOL CENTRE,10 TO 12,90,Model A,463000,17.3
2022-03,4 ROOM,268D,PUNGGOL CENTRE,16 TO 18,93,Premium Apartment,557000,9.1
2022-03,4 ROOM,267C,PUNGGOL CENTRE,16 TO 18,97,Premium Apartment,560000,9
2022-03,4 ROOM,267B,PUNGGOL CENTRE,16 TO 18,93,Premium Apartment,525000,9.2
2022-03,4 ROOM,268B,PUNGGOL CENTRE,01 TO 03,97,Premium Apartment,640000,9.2
2022-03,4 ROOM,268A,PUNGGOL CENTRE,13 TO 15,93,Premium Apartment,550000,9.2
2022-04,5 ROOM,106C,PUNGGOL CENTRE,13 TO 15,110,Improved,500000,19
2022-04,5 ROOM,173A,PUNGGOL CENTRE,10 TO 12,110,Improved,500000,18.3
2022-04,5 ROOM,199D,PUNGGOL CENTRE,07 TO 09,110,Improved,533000,18.7
2022-04,5 ROOM,203A,PUNGGOL CENTRE,10 TO 12,110,Improved,530000,17.4
2022-04,5 ROOM,173D,PUNGGOL CENTRE,04 TO 06,110,Improved,520000,18.4
2022-04,5 ROOM,175A,PUNGGOL CENTRE,01 TO 03,110,Improved,530000,18.5
2022-04,5 ROOM,102B,PUNGGOL CENTRE,04 TO 06,110,Improved,539000,19.3
2022-04,5 ROOM,173B,PUNGGOL CENTRE,07 TO 09,110,Improved,520000,18.3
2022-04,5 ROOM,204A,PUNGGOL CENTRE,16 TO 18,110,Improved,530000,17.6
2022-04,5 ROOM,199C,PUNGGOL CENTRE,10 TO 12,110,Improved,535000,18.8
2022-04,5 ROOM,175A,PUNGGOL CENTRE,16 TO 18,110,Improved,519000,18.6
2022-04,5 ROOM,106A,PUNGGOL CENTRE,04 TO 06,110,Improved,588000,19
2022-04,5 ROOM,170B,PUNGGOL CENTRE,07 TO 09,112,Improved,630000,8
2022-04,4 ROOM,259B,PUNGGOL CENTRE,13 TO 15,93,Model A,542888,5.8
2022-04,4 ROOM,259C,PUNGGOL CENTRE,07 TO 09,93,Model A,552000,5.8
2022-04,4 ROOM,170A,PUNGGOL CENTRE,07 TO 09,93,Model A,520000,8
2022-04,4 ROOM,259C,PUNGGOL CENTRE,07 TO 09,93,Model A,473000,5.8
2022-04,4 ROOM,268B,PUNGGOL CENTRE,16 TO 18,99,Premium Apartment,606888,9.2
2022-04,4 ROOM,269B,PUNGGOL CENTRE,07 TO 09,96,Premium Apartment,595000,9.3
2022-04,5 ROOM,270A,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,770000,9.2
2022-04,5 ROOM,269A,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,720000,9.2
2022-04,5 ROOM,270A,PUNGGOL CENTRE,16 TO 18,112,Premium Apartment,730000,9.2
2022-05,5 ROOM,196C,PUNGGOL CENTRE,16 TO 18,112,Improved,538000,19
2022-05,5 ROOM,102D,PUNGGOL CENTRE,16 TO 18,110,Improved,510000,19.4
2022-05,5 ROOM,175D,PUNGGOL CENTRE,10 TO 12,111,Improved,563000,18.8
2022-05,5 ROOM,204D,PUNGGOL CENTRE,07 TO 09,110,Improved,535000,17.5
2022-05,5 ROOM,106D,PUNGGOL CENTRE,13 TO 15,110,Improved,548000,19.2
2022-05,5 ROOM,175D,PUNGGOL CENTRE,10 TO 12,110,Improved,540000,19
2022-05,5 ROOM,106A,PUNGGOL CENTRE,04 TO 06,110,Improved,550000,19.1
2022-05,5 ROOM,204A,PUNGGOL CENTRE,01 TO 03,110,Improved,558000,17.7
2022-05,3 ROOM,258B,PUNGGOL CENTRE,07 TO 09,68,Model A,430000,6
2022-05,4 ROOM,259C,PUNGGOL CENTRE,16 TO 18,93,Model A,545000,5.8
2022-05,4 ROOM,169B,PUNGGOL CENTRE,10 TO 12,92,Model A,473888,8
2022-05,4 ROOM,196A,PUNGGOL CENTRE,13 TO 15,90,Model A,480000,19
2022-05,4 ROOM,268D,PUNGGOL CENTRE,10 TO 12,99,Premium Apartment,623888,9.3
2022-05,5 ROOM,270C,PUNGGOL CENTRE,10 TO 12,113,Premium Apartment,780000,9.3
2022-06,5 ROOM,175B,PUNGGOL CENTRE,04 TO 06,110,Improved,550000,18.8
2022-06,5 ROOM,175C,PUNGGOL CENTRE,01 TO 03,111,Improved,555000,18.8
2022-06,5 ROOM,102A,PUNGGOL CENTRE,16 TO 18,110,Improved,525000,19.5
2022-06,5 ROOM,196B,PUNGGOL CENTRE,07 TO 09,110,Improved,515000,19
2022-06,5 ROOM,110D,PUNGGOL CENTRE,16 TO 18,110,Improved,510000,19.1
2022-06,5 ROOM,205A,PUNGGOL CENTRE,10 TO 12,110,Improved,510000,17.6
2022-06,5 ROOM,110D,PUNGGOL CENTRE,13 TO 15,110,Improved,505000,19.1
2022-06,5 ROOM,173A,PUNGGOL CENTRE,13 TO 15,110,Improved,530000,18.4
2022-06,5 ROOM,106C,PUNGGOL CENTRE,04 TO 06,110,Improved,540000,19.2
2022-06,5 ROOM,203A,PUNGGOL CENTRE,10 TO 12,110,Improved,600000,17.7
2022-06,5 ROOM,204C,PUNGGOL CENTRE,01 TO 03,110,Improved,510000,17.5
2022-06,5 ROOM,102C,PUNGGOL CENTRE,13 TO 15,110,Improved,550000,19.5
2022-06,5 ROOM,203A,PUNGGOL CENTRE,04 TO 06,110,Improved,575000,17.7
2022-06,5 ROOM,259C,PUNGGOL CENTRE,04 TO 06,113,Improved,700000,6
2022-06,3 ROOM,259B,PUNGGOL CENTRE,04 TO 06,68,Model A,400000,6
2022-06,4 ROOM,199A,PUNGGOL CENTRE,07 TO 09,90,Model A,488000,19
2022-06,4 ROOM,175B,PUNGGOL CENTRE,07 TO 09,90,Model A,440000,18.8
2022-06,4 ROOM,201B,PUNGGOL CENTRE,10 TO 12,90,Model A,488000,17.8
2022-06,4 ROOM,268C,PUNGGOL CENTRE,07 TO 09,93,Premium Apartment,548000,9.3
2022-06,4 ROOM,269C,PUNGGOL CENTRE,07 TO 09,96,Premium Apartment,563000,9.3
2022-06,4 ROOM,270A,PUNGGOL CENTRE,07 TO 09,93,Premium Apartment,600000,9.3
2022-06,4 ROOM,268C,PUNGGOL CENTRE,07 TO 09,96,Premium Apartment,588000,9.3
2022-06,5 ROOM,270C,PUNGGOL CENTRE,01 TO 03,116,Premium Apartment,725000,9.3
2022-06,5 ROOM,270C,PUNGGOL CENTRE,04 TO 06,115,Premium Apartment,709000,9.3
2022-06,5 ROOM,269C,PUNGGOL CENTRE,01 TO 03,112,Premium Apartment,748000,9.4
2022-07,5 ROOM,110D,PUNGGOL CENTRE,04 TO 06,110,Improved,555000,19.2
2022-07,5 ROOM,259C,PUNGGOL CENTRE,07 TO 09,113,Improved,665000,6
2022-07,5 ROOM,173C,PUNGGOL CENTRE,04 TO 06,112,Improved,528000,19
2022-07,5 ROOM,175A,PUNGGOL CENTRE,04 TO 06,110,Improved,525000,18.8
2022-07,5 ROOM,197A,PUNGGOL CENTRE,04 TO 06,110,Improved,508000,19
2022-07,5 ROOM,258A,PUNGGOL CENTRE,10 TO 12,113,Improved,665000,6
2022-07,5 ROOM,101B,PUNGGOL CENTRE,04 TO 06,110,Improved,555000,19.8
2022-07,5 ROOM,106D,PUNGGOL CENTRE,10 TO 12,111,Improved,580000,19.4
2022-07,5 ROOM,259A,PUNGGOL CENTRE,10 TO 12,113,Improved,685000,6.1
2022-07,4 ROOM,110B,PUNGGOL CENTRE,16 TO 18,90,Model A,475000,19.2
2022-07,4 ROOM,204B,PUNGGOL CENTRE,10 TO 12,90,Model A,460000,17.7
2022-07,4 ROOM,259B,PUNGGOL CENTRE,01 TO 03,93,Model A,515000,6.1
2022-07,4 ROOM,259A,PUNGGOL CENTRE,07 TO 09,93,Model A,543000,6.1
2022-07,4 ROOM,170A,PUNGGOL CENTRE,07 TO 09,92,Model A,535000,8.3
2022-07,4 ROOM,259A,PUNGGOL CENTRE,16 TO 18,93,Model A,558888,6
2022-07,4 ROOM,268D,PUNGGOL CENTRE,07 TO 09,99,Premium Apartment,648888,9.4
2022-07,4 ROOM,269B,PUNGGOL CENTRE,10 TO 12,99,Premium Apartment,660000,9.4
2022-07,4 ROOM,270A,PUNGGOL CENTRE,13 TO 15,97,Premium Apartment,650000,9.4
2022-07,5 ROOM,270C,PUNGGOL CENTRE,01 TO 03,113,Premium Apartment,725000,9.4
2022-07,5 ROOM,268D,PUNGGOL CENTRE,16 TO 18,112,Premium Apartment,688000,9.5
2022-08,5 ROOM,175A,PUNGGOL CENTRE,01 TO 03,110,Improved,550000,18.8
2022-08,5 ROOM,199D,PUNGGOL CENTRE,10 TO 12,110,Improved,565000,19
2022-08,5 ROOM,202A,PUNGGOL CENTRE,10 TO 12,110,Improved,505000,18.1
2022-08,5 ROOM,101A,PUNGGOL CENTRE,07 TO 09,110,Improved,550000,19.8
2022-08,5 ROOM,197B,PUNGGOL CENTRE,10 TO 12,110,Improved,512000,19.2
2022-08,5 ROOM,201C,PUNGGOL CENTRE,13 TO 15,110,Improved,570000,18
2022-08,5 ROOM,204D,PUNGGOL CENTRE,16 TO 18,110,Improved,556000,18
2022-08,5 ROOM,259C,PUNGGOL CENTRE,07 TO 09,113,Improved,660000,6.1
2022-08,5 ROOM,175B,PUNGGOL CENTRE,07 TO 09,110,Improved,568000,19
2022-08,5 ROOM,101C,PUNGGOL CENTRE,10 TO 12,110,Improved,550000,20
2022-08,5 ROOM,173A,PUNGGOL CENTRE,07 TO 09,110,Improved,550000,18.7
2022-08,5 ROOM,106D,PUNGGOL CENTRE,10 TO 12,110,Improved,565000,19.4
2022-08,4 ROOM,168C,PUNGGOL CENTRE,01 TO 03,92,Model A,520000,8.3
2022-08,5 ROOM,268A,PUNGGOL CENTRE,10 TO 12,113,Premium Apartment,690000,9.5
2022-09,5 ROOM,173D,PUNGGOL CENTRE,01 TO 03,110,Improved,546310,18.8
2022-09,5 ROOM,175A,PUNGGOL CENTRE,13 TO 15,110,Improved,532000,19
2022-09,5 ROOM,101B,PUNGGOL CENTRE,13 TO 15,109,Improved,540000,20
2022-09,5 ROOM,258A,PUNGGOL CENTRE,13 TO 15,113,Improved,700000,6.2
2022-09,5 ROOM,102B,PUNGGOL CENTRE,10 TO 12,110,Improved,578000,19.8
2022-09,5 ROOM,110D,PUNGGOL CENTRE,04 TO 06,110,Improved,585000,19.3
2022-09,5 ROOM,106A,PUNGGOL CENTRE,16 TO 18,110,Improved,575000,19.4
2022-09,5 ROOM,173B,PUNGGOL CENTRE,10 TO 12,110,Improved,490000,18.7
2022-09,5 ROOM,199B,PUNGGOL CENTRE,07 TO 09,110,Improved,530000,19.3
2022-09,5 ROOM,199C,PUNGGOL CENTRE,01 TO 03,110,Improved,555000,19.2
2022-09,4 ROOM,173C,PUNGGOL CENTRE,16 TO 18,90,Model A,500000,18.7
2022-09,4 ROOM,196B,PUNGGOL CENTRE,07 TO 09,90,Model A,480000,19.3
2022-09,4 ROOM,170A,PUNGGOL CENTRE,01 TO 03,93,Model A,572000,8.3
2022-09,4 ROOM,101D,PUNGGOL CENTRE,07 TO 09,90,Model A,480000,20
2022-09,4 ROOM,204B,PUNGGOL CENTRE,04 TO 06,90,Model A,490000,17.8
2022-09,4 ROOM,169C,PUNGGOL CENTRE,10 TO 12,92,Model A,550000,8.3
2022-09,4 ROOM,170A,PUNGGOL CENTRE,10 TO 12,92,Model A,540000,8.3
2022-09,4 ROOM,267A,PUNGGOL CENTRE,10 TO 12,93,Premium Apartment,550000,9.6
2022-09,4 ROOM,269A,PUNGGOL CENTRE,13 TO 15,97,Premium Apartment,658888,9.6
2022-09,5 ROOM,267B,PUNGGOL CENTRE,16 TO 18,115,Premium Apartment,710000,9.6
2022-09,5 ROOM,270C,PUNGGOL CENTRE,16 TO 18,113,Premium Apartment,725000,9.6
2022-09,5 ROOM,267B,PUNGGOL CENTRE,04 TO 06,116,Premium Apartment,758888,9.6
2022-09,5 ROOM,270A,PUNGGOL CENTRE,16 TO 18,112,Premium Apartment,770000,9.6
2022-09,5 ROOM,268C,PUNGGOL CENTRE,04 TO 06,149,Premium Apartment Loft,1198000,9.6
2022-10,5 ROOM,175D,PUNGGOL CENTRE,07 TO 09,110,Improved,570000,19.3
2022-10,5 ROOM,197B,PUNGGOL CENTRE,16 TO 18,110,Improved,560000,19.3
2022-10,5 ROOM,203B,PUNGGOL CENTRE,07 TO 09,110,Improved,550000,17.8
2022-10,4 ROOM,196D,PUNGGOL CENTRE,01 TO 03,85,Model A,480000,19.2
2022-10,4 ROOM,259C,PUNGGOL CENTRE,10 TO 12,93,Model A,578888,6.3
2022-10,4 ROOM,110B,PUNGGOL CENTRE,13 TO 15,90,Model A,485000,19.4
2022-10,4 ROOM,168D,PUNGGOL CENTRE,07 TO 09,92,Model A,525000,8.4
2022-10,4 ROOM,201B,PUNGGOL CENTRE,16 TO 18,90,Model A,500000,18.2
2022-10,4 ROOM,170B,PUNGGOL CENTRE,01 TO 03,92,Model A,575888,8.4
2022-10,4 ROOM,269B,PUNGGOL CENTRE,10 TO 12,96,Premium Apartment,610000,9.7
2022-10,4 ROOM,267A,PUNGGOL CENTRE,04 TO 06,97,Premium Apartment,650000,9.7
2022-10,4 ROOM,269C,PUNGGOL CENTRE,10 TO 12,93,Premium Apartment,560000,9.7
2022-10,4 ROOM,268B,PUNGGOL CENTRE,13 TO 15,97,Premium Apartment,555000,9.7
2022-10,4 ROOM,269B,PUNGGOL CENTRE,07 TO 09,93,Premium Apartment,628000,9.7
2022-10,4 ROOM,270B,PUNGGOL CENTRE,13 TO 15,97,Premium Apartment,670000,9.7
2022-10,5 ROOM,270C,PUNGGOL CENTRE,10 TO 12,113,Premium Apartment,868000,9.7
2022-10,5 ROOM,270A,PUNGGOL CENTRE,16 TO 18,115,Premium Apartment,772000,9.7
2022-11,5 ROOM,205A,PUNGGOL CENTRE,13 TO 15,110,Improved,588000,18
2022-11,5 ROOM,201D,PUNGGOL CENTRE,10 TO 12,110,Improved,558000,18.3
2022-11,5 ROOM,106A,PUNGGOL CENTRE,01 TO 03,110,Improved,560000,19.5
2022-11,5 ROOM,259C,PUNGGOL CENTRE,10 TO 12,113,Improved,668000,6.3
2022-11,5 ROOM,199D,PUNGGOL CENTRE,10 TO 12,110,Improved,520000,19.2
2022-11,5 ROOM,173D,PUNGGOL CENTRE,10 TO 12,110,Improved,570000,19
2022-11,5 ROOM,259C,PUNGGOL CENTRE,04 TO 06,113,Improved,720000,6.3
2022-11,5 ROOM,204D,PUNGGOL CENTRE,04 TO 06,110,Improved,556000,18
2022-11,5 ROOM,175A,PUNGGOL CENTRE,07 TO 09,110,Improved,537000,19.1
2022-11,5 ROOM,204B,PUNGGOL CENTRE,04 TO 06,110,Improved,596888,18
2022-11,5 ROOM,199D,PUNGGOL CENTRE,07 TO 09,110,Improved,546000,19.3
2022-11,5 ROOM,173A,PUNGGOL CENTRE,16 TO 18,110,Improved,560000,19
2022-11,5 ROOM,106A,PUNGGOL CENTRE,13 TO 15,110,Improved,580000,19.5
2022-11,3 ROOM,259B,PUNGGOL CENTRE,04 TO 06,68,Model A,445000,6.3
2022-11,4 ROOM,169A,PUNGGOL CENTRE,13 TO 15,93,Model A,568000,8.5
2022-11,4 ROOM,170B,PUNGGOL CENTRE,16 TO 18,92,Model A,592300,8.5
2022-11,4 ROOM,269A,PUNGGOL CENTRE,07 TO 09,93,Premium Apartment,610000,9.7
2022-11,4 ROOM,267A,PUNGGOL CENTRE,16 TO 18,97,Premium Apartment,680000,9.8
2022-11,4 ROOM,269B,PUNGGOL CENTRE,07 TO 09,97,Premium Apartment,680000,9.8
2022-11,4 ROOM,270A,PUNGGOL CENTRE,13 TO 15,93,Premium Apartment,530000,9.8
2022-12,5 ROOM,259A,PUNGGOL CENTRE,16 TO 18,113,Improved,700000,6.3
2022-12,5 ROOM,259A,PUNGGOL CENTRE,19 TO 21,113,Improved,745000,6.4
2022-12,5 ROOM,110A,PUNGGOL CENTRE,07 TO 09,110,Improved,550000,19.3
2022-12,5 ROOM,110D,PUNGGOL CENTRE,04 TO 06,110,Improved,568888,19.6
2022-12,5 ROOM,196D,PUNGGOL CENTRE,13 TO 15,110,Improved,599888,19.3
2022-12,5 ROOM,201D,PUNGGOL CENTRE,07 TO 09,110,Improved,558000,18.3
2022-12,5 ROOM,173D,PUNGGOL CENTRE,10 TO 12,110,Improved,559000,19.1
2022-12,5 ROOM,196C,PUNGGOL CENTRE,01 TO 03,110,Improved,540000,19.5
2022-12,4 ROOM,201D,PUNGGOL CENTRE,01 TO 03,90,Model A,510000,18.3
2022-12,4 ROOM,259B,PUNGGOL CENTRE,13 TO 15,93,Model A,572000,6.4
2022-12,4 ROOM,259C,PUNGGOL CENTRE,13 TO 15,93,Model A,528000,6.4
2022-12,4 ROOM,196D,PUNGGOL CENTRE,01 TO 03,85,Model A,491188,19.3
2022-12,4 ROOM,106B,PUNGGOL CENTRE,13 TO 15,90,Model A,482000,19.8
2022-12,4 ROOM,201C,PUNGGOL CENTRE,13 TO 15,90,Model A,530000,18.3
2022-12,4 ROOM,169C,PUNGGOL CENTRE,16 TO 18,92,Model A,535000,8.6
2022-12,4 ROOM,259C,PUNGGOL CENTRE,01 TO 03,93,Model A,568888,6.4
2022-12,4 ROOM,169A,PUNGGOL CENTRE,13 TO 15,93,Model A,578000,8.6
2022-12,4 ROOM,175B,PUNGGOL CENTRE,01 TO 03,90,Model A,495000,19.3
2022-12,4 ROOM,259A,PUNGGOL CENTRE,16 TO 18,93,Model A,548000,6.4
2022-12,4 ROOM,269A,PUNGGOL CENTRE,13 TO 15,97,Premium Apartment,672000,9.8
2022-12,4 ROOM,269B,PUNGGOL CENTRE,13 TO 15,93,Premium Apartment,570000,9.8
2022-12,4 ROOM,269C,PUNGGOL CENTRE,04 TO 06,99,Premium Apartment,680000,9.8
2022-12,4 ROOM,268C,PUNGGOL CENTRE,10 TO 12,99,Premium Apartment,679888,9.8
2022-12,4 ROOM,269A,PUNGGOL CENTRE,07 TO 09,93,Premium Apartment,607000,9.8
2022-12,4 ROOM,269A,PUNGGOL CENTRE,10 TO 12,93,Premium Apartment,600000,9.8
2022-12,4 ROOM,269A,PUNGGOL CENTRE,10 TO 12,97,Premium Apartment,668000,10
2022-12,5 ROOM,267A,PUNGGOL CENTRE,07 TO 09,115,Premium Apartment,768000,9.8
2022-01,5 ROOM,128A,PUNGGOL CENTRE,01 TO 03,110,Improved,545000,18.5
2022-02,5 ROOM,128A,PUNGGOL CENTRE,13 TO 15,110,Improved,511000,18.5
2022-02,5 ROOM,128A,PUNGGOL CENTRE,13 TO 15,110,Improved,530000,18.5
2022-02,4 ROOM,128A,PUNGGOL CENTRE,10 TO 12,90,Model A,462500,18.5
2022-03,5 ROOM,128C,PUNGGOL CENTRE,13 TO 15,110,Improved,510000,18.7
2022-04,4 ROOM,128C,PUNGGOL CENTRE,10 TO 12,85,Model A,460000,18.8
2022-05,5 ROOM,128A,PUNGGOL CENTRE,10 TO 12,110,Improved,505888,18.8
2022-06,5 ROOM,128A,PUNGGOL CENTRE,10 TO 12,110,Improved,550000,18.8
2022-07,5 ROOM,128D,PUNGGOL CENTRE,07 TO 09,110,Improved,580000,19
2022-07,5 ROOM,128D,PUNGGOL CENTRE,07 TO 09,110,Improved,560000,19
2022-07,5 ROOM,128B,PUNGGOL CENTRE,13 TO 15,110,Improved,550000,19
2022-07,4 ROOM,128C,PUNGGOL CENTRE,07 TO 09,85,Model A,485000,19
2022-09,5 ROOM,128C,PUNGGOL CENTRE,01 TO 03,110,Improved,528000,20
2022-09,5 ROOM,128A,PUNGGOL CENTRE,16 TO 18,110,Improved,570000,19.1
2022-01,3 ROOM,210C,PUNGGOL WEST,04 TO 06,67,Model A,385000,7
2022-01,3 ROOM,208A,PUNGGOL WEST,01 TO 03,67,Model A,385000,8
2022-01,3 ROOM,207C,PUNGGOL WEST,01 TO 03,67,Model A,425000,7.6
2022-01,3 ROOM,209A,PUNGGOL WEST,10 TO 12,67,Model A,410000,7
2022-01,4 ROOM,209A,PUNGGOL WEST,01 TO 03,92,Model A,531000,7
2022-01,4 ROOM,302B,PUNGGOL WEST,04 TO 06,93,Premium Apartment,540000,10.8
2022-01,4 ROOM,301D,PUNGGOL WEST,16 TO 18,93,Premium Apartment,520000,10.8
2022-01,4 ROOM,288C,PUNGGOL WEST,10 TO 12,95,Premium Apartment,505000,8.8
2022-01,4 ROOM,273D,PUNGGOL WEST,01 TO 03,93,Premium Apartment,585000,8.5
2022-01,4 ROOM,306B,PUNGGOL WEST,16 TO 18,93,Premium Apartment,555000,9.5
2022-01,4 ROOM,273A,PUNGGOL WEST,13 TO 15,93,Premium Apartment,540000,8.5
2022-01,4 ROOM,303D,PUNGGOL WEST,04 TO 06,93,Premium Apartment,575000,10.8
2022-01,5 ROOM,289C,PUNGGOL WEST,04 TO 06,116,Premium Apartment,728000,8.8
2022-02,4 ROOM,208C,PUNGGOL WEST,04 TO 06,92,Model A,545000,7.7
2022-02,4 ROOM,209B,PUNGGOL WEST,10 TO 12,92,Model A,510000,7.1
2022-02,4 ROOM,274D,PUNGGOL WEST,13 TO 15,96,Premium Apartment,595000,8.5
2022-02,4 ROOM,289B,PUNGGOL WEST,13 TO 15,99,Premium Apartment,590000,8.8
2022-02,4 ROOM,273A,PUNGGOL WEST,04 TO 06,93,Premium Apartment,592000,8.6
2022-02,4 ROOM,301D,PUNGGOL WEST,13 TO 15,93,Premium Apartment,580000,11
2022-02,4 ROOM,288B,PUNGGOL WEST,10 TO 12,99,Premium Apartment,538000,9
2022-02,4 ROOM,302A,PUNGGOL WEST,07 TO 09,93,Premium Apartment,502888,10.8
2022-02,4 ROOM,274A,PUNGGOL WEST,04 TO 06,93,Premium Apartment,580000,8.6
2022-02,5 ROOM,289C,PUNGGOL WEST,04 TO 06,115,Premium Apartment,640000,9
2022-03,3 ROOM,208B,PUNGGOL WEST,04 TO 06,67,Model A,430000,7.8
2022-03,3 ROOM,209C,PUNGGOL WEST,13 TO 15,67,Model A,425000,7.3
2022-03,3 ROOM,208C,PUNGGOL WEST,13 TO 15,67,Model A,442000,7.8
2022-03,3 ROOM,208B,PUNGGOL WEST,04 TO 06,67,Model A,390000,7.8
2022-03,4 ROOM,209A,PUNGGOL WEST,07 TO 09,92,Model A,535000,7.3
2022-03,4 ROOM,306B,PUNGGOL WEST,10 TO 12,93,Premium Apartment,580000,9.6
2022-03,4 ROOM,274A,PUNGGOL WEST,01 TO 03,93,Premium Apartment,560000,8.6
2022-03,4 ROOM,302C,PUNGGOL WEST,07 TO 09,93,Premium Apartment,555888,11
2022-03,4 ROOM,274D,PUNGGOL WEST,16 TO 18,93,Premium Apartment,515000,8.6
2022-03,4 ROOM,289A,PUNGGOL WEST,07 TO 09,97,Premium Apartment,601000,9
2022-03,4 ROOM,273D,PUNGGOL WEST,04 TO 06,96,Premium Apartment,610000,8.6
2022-03,4 ROOM,306B,PUNGGOL WEST,04 TO 06,97,Premium Apartment,550000,9.6
2022-03,4 ROOM,302D,PUNGGOL WEST,07 TO 09,94,Premium Apartment,560000,11
2022-03,4 ROOM,288C,PUNGGOL WEST,13 TO 15,98,Premium Apartment,586888,9
2022-03,4 ROOM,274B,PUNGGOL WEST,10 TO 12,93,Premium Apartment,588000,9
2022-04,3 ROOM,306C,PUNGGOL WEST,16 TO 18,69,Premium Apartment,470000,9.8
2022-04,4 ROOM,274D,PUNGGOL WEST,13 TO 15,93,Premium Apartment,550000,8.7
2022-04,4 ROOM,288C,PUNGGOL WEST,01 TO 03,96,Premium Apartment,588000,9
2022-04,4 ROOM,306A,PUNGGOL WEST,04 TO 06,93,Premium Apartment,518000,9.8
2022-04,4 ROOM,306B,PUNGGOL WEST,07 TO 09,96,Premium Apartment,628000,9.8
2022-05,3 ROOM,208A,PUNGGOL WEST,04 TO 06,67,Model A,415000,7.8
2022-05,4 ROOM,209B,PUNGGOL WEST,10 TO 12,92,Model A,505000,7.3
2022-05,4 ROOM,210A,PUNGGOL WEST,01 TO 03,92,Model A,496000,7.4
2022-05,4 ROOM,288B,PUNGGOL WEST,01 TO 03,96,Premium Apartment,605000,9.1
2022-05,4 ROOM,302D,PUNGGOL WEST,04 TO 06,93,Premium Apartment,590000,11.1
2022-05,4 ROOM,302C,PUNGGOL WEST,07 TO 09,93,Premium Apartment,610000,11.1
2022-05,4 ROOM,273D,PUNGGOL WEST,01 TO 03,96,Premium Apartment,580000,8.8
2022-05,4 ROOM,274D,PUNGGOL WEST,04 TO 06,93,Premium Apartment,625000,8.8
2022-05,4 ROOM,301D,PUNGGOL WEST,16 TO 18,93,Premium Apartment,585000,11.1
2022-05,5 ROOM,274B,PUNGGOL WEST,13 TO 15,113,Premium Apartment,690000,8.8
2022-06,3 ROOM,208A,PUNGGOL WEST,13 TO 15,67,Model A,450000,8
2022-06,4 ROOM,209B,PUNGGOL WEST,10 TO 12,92,Model A,535000,7.4
2022-06,4 ROOM,210B,PUNGGOL WEST,16 TO 18,92,Model A,560000,7.4
2022-06,4 ROOM,274B,PUNGGOL WEST,01 TO 03,93,Premium Apartment,615000,8.8
2022-06,4 ROOM,289A,PUNGGOL WEST,10 TO 12,95,Premium Apartment,580000,9.2
2022-06,4 ROOM,274B,PUNGGOL WEST,04 TO 06,93,Premium Apartment,650000,8.8
2022-06,4 ROOM,288C,PUNGGOL WEST,04 TO 06,98,Premium Apartment,600000,9.2
2022-06,4 ROOM,289B,PUNGGOL WEST,04 TO 06,96,Premium Apartment,625000,9.3
2022-06,4 ROOM,302A,PUNGGOL WEST,07 TO 09,94,Premium Apartment,598000,11.3
2022-07,4 ROOM,209A,PUNGGOL WEST,10 TO 12,92,Model A,545000,7.5
